mode,temp_c,run,device,w_um,l_um,area_um2,quantity,val_a,val_b
mismatch,-40,18,ppolyf_u_2k,2,40,80,r_ohm,46270.2,46270.2
mismatch,-40,18,ppolyf_u_2k,5,100,500,r_ohm,45485.5,45485.5
mismatch,-40,18,ppolyf_u_3k,1,10,10,r_ohm,36072.2,36072.2
mismatch,-40,18,ppolyf_u_3k,2,40,80,r_ohm,69383.5,69383.5
mismatch,-40,18,ppolyf_u_3k,5,100,500,r_ohm,68219.6,68219.6
mismatch,-40,18,ppolyf_u,1,10,10,r_ohm,3859.53,3859.53
mismatch,-40,18,ppolyf_u,2,40,80,r_ohm,7314.1,7314.1
mismatch,-40,18,ppolyf_u,5,100,500,r_ohm,7161.07,7161.07
mismatch,-40,18,nfet_03v3,5,0.5,2.5,vgs_v,0.833752,0.835934
mismatch,-40,18,nfet_03v3,10,1.0,10,vgs_v,0.819638,0.819439
mismatch,-40,18,nfet_03v3,20,2.0,40,vgs_v,0.806558,0.807284
mismatch,-40,18,pfet_03v3,5,0.5,2.5,vgs_v,1.04314,1.0463
mismatch,-40,18,pfet_03v3,10,1.0,10,vgs_v,1.0602,1.05997
mismatch,-40,18,pfet_03v3,20,2.0,40,vgs_v,1.06456,1.06402
mismatch,-40,19,ppolyf_u_1k,1,10,10,r_ohm,11341.6,11341.6
mismatch,-40,19,ppolyf_u_1k,2,40,80,r_ohm,21901.7,21901.7
mismatch,-40,19,ppolyf_u_1k,5,100,500,r_ohm,21618.7,21618.7
mismatch,-40,19,ppolyf_u_2k,1,10,10,r_ohm,24077.9,24077.9
mismatch,-40,19,ppolyf_u_2k,2,40,80,r_ohm,46270.2,46270.2
mismatch,-40,19,ppolyf_u_2k,5,100,500,r_ohm,45485.5,45485.5
mismatch,-40,19,ppolyf_u_3k,1,10,10,r_ohm,36072.2,36072.2
mismatch,-40,19,ppolyf_u_3k,2,40,80,r_ohm,69383.5,69383.5
mismatch,-40,19,ppolyf_u_3k,5,100,500,r_ohm,68219.6,68219.6
mismatch,-40,19,ppolyf_u,1,10,10,r_ohm,3859.53,3859.53
mismatch,-40,19,ppolyf_u,2,40,80,r_ohm,7314.1,7314.1
mismatch,-40,19,ppolyf_u,5,100,500,r_ohm,7161.07,7161.07
mismatch,-40,19,nfet_03v3,5,0.5,2.5,vgs_v,0.847472,0.836064
mismatch,-40,19,nfet_03v3,10,1.0,10,vgs_v,0.818034,0.819377
mismatch,-40,19,nfet_03v3,20,2.0,40,vgs_v,0.806815,0.807289
mismatch,-40,19,pfet_03v3,5,0.5,2.5,vgs_v,1.04292,1.05127
mismatch,-40,19,pfet_03v3,10,1.0,10,vgs_v,1.05978,1.0606
mismatch,-40,19,pfet_03v3,20,2.0,40,vgs_v,1.06355,1.06344
mismatch,-40,20,ppolyf_u_1k,1,10,10,r_ohm,11341.6,11341.6
mismatch,-40,20,ppolyf_u_1k,2,40,80,r_ohm,21901.7,21901.7
mismatch,-40,20,ppolyf_u_1k,5,100,500,r_ohm,21618.7,21618.7
mismatch,-40,20,ppolyf_u_2k,1,10,10,r_ohm,24077.9,24077.9
mismatch,-40,20,ppolyf_u_2k,2,40,80,r_ohm,46270.2,46270.2
mismatch,-40,20,ppolyf_u_2k,5,100,500,r_ohm,45485.5,45485.5
mismatch,-40,20,ppolyf_u_3k,1,10,10,r_ohm,36072.2,36072.2
mismatch,-40,20,ppolyf_u_3k,2,40,80,r_ohm,69383.5,69383.5
mismatch,-40,20,ppolyf_u_3k,5,100,500,r_ohm,68219.6,68219.6
mismatch,-40,20,ppolyf_u,1,10,10,r_ohm,3859.53,3859.53
mismatch,-40,20,ppolyf_u,2,40,80,r_ohm,7314.1,7314.1
mismatch,-40,20,ppolyf_u,5,100,500,r_ohm,7161.07,7161.07
mismatch,-40,20,nfet_03v3,5,0.5,2.5,vgs_v,0.839643,0.834023
mismatch,-40,20,nfet_03v3,10,1.0,10,vgs_v,0.820484,0.82155
mismatch,-40,20,nfet_03v3,20,2.0,40,vgs_v,0.808289,0.806488
mismatch,-40,20,pfet_03v3,5,0.5,2.5,vgs_v,1.05493,1.04368
mismatch,-40,20,pfet_03v3,10,1.0,10,vgs_v,1.06029,1.06066
mismatch,-40,20,pfet_03v3,20,2.0,40,vgs_v,1.06328,1.06323
mismatch,-40,21,ppolyf_u_1k,1,10,10,r_ohm,11341.6,11341.6
mismatch,-40,21,ppolyf_u_1k,2,40,80,r_ohm,21901.7,21901.7
mismatch,-40,21,ppolyf_u_1k,5,100,500,r_ohm,21618.7,21618.7
mismatch,-40,21,ppolyf_u_2k,1,10,10,r_ohm,24077.9,24077.9
mismatch,-40,21,ppolyf_u_2k,2,40,80,r_ohm,46270.2,46270.2
mismatch,-40,21,ppolyf_u_2k,5,100,500,r_ohm,45485.5,45485.5
mismatch,-40,21,ppolyf_u_3k,1,10,10,r_ohm,36072.2,36072.2
mismatch,-40,21,ppolyf_u_3k,2,40,80,r_ohm,69383.5,69383.5
mismatch,-40,21,ppolyf_u_3k,5,100,500,r_ohm,68219.6,68219.6
mismatch,-40,21,ppolyf_u,1,10,10,r_ohm,3859.53,3859.53
mismatch,-40,21,ppolyf_u,2,40,80,r_ohm,7314.1,7314.1
mismatch,-40,21,ppolyf_u,5,100,500,r_ohm,7161.07,7161.07
mismatch,-40,21,nfet_03v3,5,0.5,2.5,vgs_v,0.834777,0.838592
mismatch,-40,21,nfet_03v3,10,1.0,10,vgs_v,0.817213,0.815959
mismatch,-40,21,nfet_03v3,20,2.0,40,vgs_v,0.808195,0.807674
mismatch,-40,21,pfet_03v3,5,0.5,2.5,vgs_v,1.04525,1.04644
mismatch,-40,21,pfet_03v3,10,1.0,10,vgs_v,1.06033,1.06234
mismatch,-40,21,pfet_03v3,20,2.0,40,vgs_v,1.06385,1.06311
mismatch,-40,22,ppolyf_u_1k,1,10,10,r_ohm,11341.6,11341.6
mismatch,-40,22,ppolyf_u_1k,2,40,80,r_ohm,21901.7,21901.7
mismatch,-40,22,ppolyf_u_1k,5,100,500,r_ohm,21618.7,21618.7
mismatch,-40,22,ppolyf_u_2k,1,10,10,r_ohm,24077.9,24077.9
mismatch,-40,22,ppolyf_u_2k,2,40,80,r_ohm,46270.2,46270.2
mismatch,-40,22,ppolyf_u_2k,5,100,500,r_ohm,45485.5,45485.5
mismatch,-40,22,ppolyf_u_3k,1,10,10,r_ohm,36072.2,36072.2
mismatch,-40,22,ppolyf_u_3k,2,40,80,r_ohm,69383.5,69383.5
mismatch,-40,22,ppolyf_u_3k,5,100,500,r_ohm,68219.6,68219.6
mismatch,-40,22,ppolyf_u,1,10,10,r_ohm,3859.53,3859.53
mismatch,-40,22,ppolyf_u,2,40,80,r_ohm,7314.1,7314.1
mismatch,-40,22,ppolyf_u,5,100,500,r_ohm,7161.07,7161.07
mismatch,-40,22,nfet_03v3,5,0.5,2.5,vgs_v,0.84201,0.837494
mismatch,-40,22,nfet_03v3,10,1.0,10,vgs_v,0.81988,0.82066
mismatch,-40,22,nfet_03v3,20,2.0,40,vgs_v,0.807806,0.807457
mismatch,-40,22,pfet_03v3,5,0.5,2.5,vgs_v,1.04309,1.04796
mismatch,-40,22,pfet_03v3,10,1.0,10,vgs_v,1.06014,1.05786
mismatch,-40,22,pfet_03v3,20,2.0,40,vgs_v,1.06318,1.06335
mismatch,-40,23,ppolyf_u_1k,1,10,10,r_ohm,11341.6,11341.6
mismatch,-40,23,ppolyf_u_1k,2,40,80,r_ohm,21901.7,21901.7
mismatch,-40,23,ppolyf_u_1k,5,100,500,r_ohm,21618.7,21618.7
mismatch,-40,23,ppolyf_u_2k,1,10,10,r_ohm,24077.9,24077.9
mismatch,-40,23,ppolyf_u_2k,2,40,80,r_ohm,46270.2,46270.2
mismatch,-40,23,ppolyf_u_2k,5,100,500,r_ohm,45485.5,45485.5
mismatch,-40,23,ppolyf_u_3k,1,10,10,r_ohm,36072.2,36072.2
mismatch,-40,23,ppolyf_u_3k,2,40,80,r_ohm,69383.5,69383.5
mismatch,-40,23,ppolyf_u_3k,5,100,500,r_ohm,68219.6,68219.6
mismatch,-40,23,ppolyf_u,1,10,10,r_ohm,3859.53,3859.53
mismatch,-40,23,ppolyf_u,2,40,80,r_ohm,7314.1,7314.1
mismatch,-40,23,ppolyf_u,5,100,500,r_ohm,7161.07,7161.07
mismatch,-40,23,nfet_03v3,5,0.5,2.5,vgs_v,0.832496,0.836738
mismatch,-40,23,nfet_03v3,10,1.0,10,vgs_v,0.820825,0.820861
mismatch,-40,23,nfet_03v3,20,2.0,40,vgs_v,0.80836,0.807087
mismatch,-40,23,pfet_03v3,5,0.5,2.5,vgs_v,1.05113,1.04731
mismatch,-40,23,pfet_03v3,10,1.0,10,vgs_v,1.05697,1.05812
mismatch,-40,23,pfet_03v3,20,2.0,40,vgs_v,1.06359,1.06279
mismatch,-40,24,ppolyf_u_1k,1,10,10,r_ohm,11341.6,11341.6
mismatch,-40,24,ppolyf_u_1k,2,40,80,r_ohm,21901.7,21901.7
mismatch,-40,24,ppolyf_u_1k,5,100,500,r_ohm,21618.7,21618.7
mismatch,-40,24,ppolyf_u_2k,1,10,10,r_ohm,24077.9,24077.9
mismatch,-40,24,ppolyf_u_2k,2,40,80,r_ohm,46270.2,46270.2
mismatch,-40,24,ppolyf_u_2k,5,100,500,r_ohm,45485.5,45485.5
mismatch,-40,24,ppolyf_u_3k,1,10,10,r_ohm,36072.2,36072.2
mismatch,-40,24,ppolyf_u_3k,2,40,80,r_ohm,69383.5,69383.5
mismatch,-40,24,ppolyf_u_3k,5,100,500,r_ohm,68219.6,68219.6
mismatch,-40,24,ppolyf_u,1,10,10,r_ohm,3859.53,3859.53
mismatch,-40,24,ppolyf_u,2,40,80,r_ohm,7314.1,7314.1
mismatch,-40,24,ppolyf_u,5,100,500,r_ohm,7161.07,7161.07
mismatch,-40,24,nfet_03v3,5,0.5,2.5,vgs_v,0.838931,0.840238
mismatch,-40,24,nfet_03v3,10,1.0,10,vgs_v,0.821509,0.818389
mismatch,-40,24,nfet_03v3,20,2.0,40,vgs_v,0.806769,0.80757
mismatch,-40,24,pfet_03v3,5,0.5,2.5,vgs_v,1.04152,1.05191
mismatch,-40,24,pfet_03v3,10,1.0,10,vgs_v,1.06057,1.06104
mismatch,-40,24,pfet_03v3,20,2.0,40,vgs_v,1.0631,1.06372
mismatch,-40,25,ppolyf_u_1k,1,10,10,r_ohm,11341.6,11341.6
mismatch,-40,25,ppolyf_u_1k,2,40,80,r_ohm,21901.7,21901.7
mismatch,-40,25,ppolyf_u_1k,5,100,500,r_ohm,21618.7,21618.7
mismatch,-40,25,ppolyf_u_2k,1,10,10,r_ohm,24077.9,24077.9
mismatch,-40,25,ppolyf_u_2k,2,40,80,r_ohm,46270.2,46270.2
mismatch,-40,25,ppolyf_u_2k,5,100,500,r_ohm,45485.5,45485.5
mismatch,-40,25,ppolyf_u_3k,1,10,10,r_ohm,36072.2,36072.2
mismatch,-40,25,ppolyf_u_3k,2,40,80,r_ohm,69383.5,69383.5
mismatch,-40,25,ppolyf_u_3k,5,100,500,r_ohm,68219.6,68219.6
mismatch,-40,25,ppolyf_u,1,10,10,r_ohm,3859.53,3859.53
mismatch,-40,25,ppolyf_u,2,40,80,r_ohm,7314.1,7314.1
mismatch,-40,25,ppolyf_u,5,100,500,r_ohm,7161.07,7161.07
mismatch,-40,25,nfet_03v3,5,0.5,2.5,vgs_v,0.83858,0.831356
mismatch,-40,25,nfet_03v3,10,1.0,10,vgs_v,0.818375,0.820054
mismatch,-40,25,nfet_03v3,20,2.0,40,vgs_v,0.806849,0.806777
mismatch,-40,25,pfet_03v3,5,0.5,2.5,vgs_v,1.04159,1.04686
mismatch,-40,25,pfet_03v3,10,1.0,10,vgs_v,1.06068,1.05945
mismatch,-40,25,pfet_03v3,20,2.0,40,vgs_v,1.06306,1.06562
mismatch,-40,26,ppolyf_u_1k,1,10,10,r_ohm,11341.6,11341.6
mismatch,-40,26,ppolyf_u_1k,2,40,80,r_ohm,21901.7,21901.7
mismatch,-40,26,ppolyf_u_1k,5,100,500,r_ohm,21618.7,21618.7
mismatch,-40,26,ppolyf_u_2k,1,10,10,r_ohm,24077.9,24077.9
mismatch,-40,26,ppolyf_u_2k,2,40,80,r_ohm,46270.2,46270.2
mismatch,-40,26,ppolyf_u_2k,5,100,500,r_ohm,45485.5,45485.5
mismatch,-40,26,ppolyf_u_3k,1,10,10,r_ohm,36072.2,36072.2
mismatch,-40,26,ppolyf_u_3k,2,40,80,r_ohm,69383.5,69383.5
mismatch,-40,26,ppolyf_u_3k,5,100,500,r_ohm,68219.6,68219.6
mismatch,-40,26,ppolyf_u,1,10,10,r_ohm,3859.53,3859.53
mismatch,-40,26,ppolyf_u,2,40,80,r_ohm,7314.1,7314.1
mismatch,-40,26,ppolyf_u,5,100,500,r_ohm,7161.07,7161.07
mismatch,-40,26,nfet_03v3,5,0.5,2.5,vgs_v,0.837518,0.834659
mismatch,-40,26,nfet_03v3,10,1.0,10,vgs_v,0.816758,0.818354
mismatch,-40,26,nfet_03v3,20,2.0,40,vgs_v,0.807143,0.808185
mismatch,-40,26,pfet_03v3,5,0.5,2.5,vgs_v,1.04885,1.05019
mismatch,-40,26,pfet_03v3,10,1.0,10,vgs_v,1.06191,1.05934
mismatch,-40,26,pfet_03v3,20,2.0,40,vgs_v,1.06416,1.06498
mismatch,-40,27,ppolyf_u_1k,1,10,10,r_ohm,11341.6,11341.6
mismatch,-40,27,ppolyf_u_1k,2,40,80,r_ohm,21901.7,21901.7
mismatch,-40,27,ppolyf_u_1k,5,100,500,r_ohm,21618.7,21618.7
mismatch,-40,27,ppolyf_u_2k,1,10,10,r_ohm,24077.9,24077.9
mismatch,-40,27,ppolyf_u_2k,2,40,80,r_ohm,46270.2,46270.2
mismatch,-40,27,ppolyf_u_2k,5,100,500,r_ohm,45485.5,45485.5
mismatch,-40,27,ppolyf_u_3k,1,10,10,r_ohm,36072.2,36072.2
mismatch,-40,27,ppolyf_u_3k,2,40,80,r_ohm,69383.5,69383.5
mismatch,-40,27,ppolyf_u_3k,5,100,500,r_ohm,68219.6,68219.6
mismatch,-40,27,ppolyf_u,1,10,10,r_ohm,3859.53,3859.53
mismatch,-40,27,ppolyf_u,2,40,80,r_ohm,7314.1,7314.1
mismatch,-40,27,ppolyf_u,5,100,500,r_ohm,7161.07,7161.07
mismatch,-40,27,nfet_03v3,5,0.5,2.5,vgs_v,0.838484,0.833293
mismatch,-40,27,nfet_03v3,10,1.0,10,vgs_v,0.818042,0.816807
mismatch,-40,27,nfet_03v3,20,2.0,40,vgs_v,0.807204,0.808515
mismatch,-40,27,pfet_03v3,5,0.5,2.5,vgs_v,1.04184,1.04877
mismatch,-40,27,pfet_03v3,10,1.0,10,vgs_v,1.06064,1.06029
mismatch,-40,27,pfet_03v3,20,2.0,40,vgs_v,1.06243,1.06385
mismatch,-40,28,ppolyf_u_1k,1,10,10,r_ohm,11341.6,11341.6
mismatch,-40,28,ppolyf_u_1k,2,40,80,r_ohm,21901.7,21901.7
mismatch,-40,28,ppolyf_u_1k,5,100,500,r_ohm,21618.7,21618.7
mismatch,-40,28,ppolyf_u_2k,1,10,10,r_ohm,24077.9,24077.9
mismatch,-40,28,ppolyf_u_2k,2,40,80,r_ohm,46270.2,46270.2
mismatch,-40,28,ppolyf_u_2k,5,100,500,r_ohm,45485.5,45485.5
mismatch,-40,28,ppolyf_u_3k,1,10,10,r_ohm,36072.2,36072.2
mismatch,-40,28,ppolyf_u_3k,2,40,80,r_ohm,69383.5,69383.5
mismatch,-40,28,ppolyf_u_3k,5,100,500,r_ohm,68219.6,68219.6
mismatch,-40,28,ppolyf_u,1,10,10,r_ohm,3859.53,3859.53
mismatch,-40,28,ppolyf_u,2,40,80,r_ohm,7314.1,7314.1
mismatch,-40,28,ppolyf_u,5,100,500,r_ohm,7161.07,7161.07
mismatch,-40,28,nfet_03v3,5,0.5,2.5,vgs_v,0.839598,0.838136
mismatch,-40,28,nfet_03v3,10,1.0,10,vgs_v,0.82135,0.819227
mismatch,-40,28,nfet_03v3,20,2.0,40,vgs_v,0.806638,0.808625
mismatch,-40,28,pfet_03v3,5,0.5,2.5,vgs_v,1.04722,1.04292
mismatch,-40,28,pfet_03v3,10,1.0,10,vgs_v,1.06065,1.06066
mismatch,-40,28,pfet_03v3,20,2.0,40,vgs_v,1.06357,1.06346
mismatch,-40,29,ppolyf_u_1k,1,10,10,r_ohm,11341.6,11341.6
mismatch,-40,29,ppolyf_u_1k,2,40,80,r_ohm,21901.7,21901.7
mismatch,-40,29,ppolyf_u_1k,5,100,500,r_ohm,21618.7,21618.7
mismatch,-40,29,ppolyf_u_2k,1,10,10,r_ohm,24077.9,24077.9
mismatch,-40,29,ppolyf_u_2k,2,40,80,r_ohm,46270.2,46270.2
mismatch,-40,29,ppolyf_u_2k,5,100,500,r_ohm,45485.5,45485.5
mismatch,-40,29,ppolyf_u_3k,1,10,10,r_ohm,36072.2,36072.2
mismatch,-40,29,ppolyf_u_3k,2,40,80,r_ohm,69383.5,69383.5
mismatch,-40,29,ppolyf_u_3k,5,100,500,r_ohm,68219.6,68219.6
mismatch,-40,29,ppolyf_u,1,10,10,r_ohm,3859.53,3859.53
mismatch,-40,29,ppolyf_u,2,40,80,r_ohm,7314.1,7314.1
mismatch,-40,29,ppolyf_u,5,100,500,r_ohm,7161.07,7161.07
mismatch,-40,29,nfet_03v3,5,0.5,2.5,vgs_v,0.835727,0.832795
mismatch,-40,29,nfet_03v3,10,1.0,10,vgs_v,0.81912,0.818004
mismatch,-40,29,nfet_03v3,20,2.0,40,vgs_v,0.808364,0.80707
mismatch,-40,29,pfet_03v3,5,0.5,2.5,vgs_v,1.04476,1.04214
mismatch,-40,29,pfet_03v3,10,1.0,10,vgs_v,1.05726,1.0599
mismatch,-40,29,pfet_03v3,20,2.0,40,vgs_v,1.06458,1.06218
mismatch,-40,30,ppolyf_u_1k,1,10,10,r_ohm,11341.6,11341.6
mismatch,-40,30,ppolyf_u_1k,2,40,80,r_ohm,21901.7,21901.7
mismatch,-40,30,ppolyf_u_1k,5,100,500,r_ohm,21618.7,21618.7
mismatch,-40,30,ppolyf_u_2k,1,10,10,r_ohm,24077.9,24077.9
mismatch,-40,30,ppolyf_u_2k,2,40,80,r_ohm,46270.2,46270.2
mismatch,-40,30,ppolyf_u_2k,5,100,500,r_ohm,45485.5,45485.5
mismatch,-40,30,ppolyf_u_3k,1,10,10,r_ohm,36072.2,36072.2
mismatch,-40,30,ppolyf_u_3k,2,40,80,r_ohm,69383.5,69383.5
mismatch,-40,30,ppolyf_u_3k,5,100,500,r_ohm,68219.6,68219.6
mismatch,-40,30,ppolyf_u,1,10,10,r_ohm,3859.53,3859.53
mismatch,-40,30,ppolyf_u,2,40,80,r_ohm,7314.1,7314.1
mismatch,-40,30,ppolyf_u,5,100,500,r_ohm,7161.07,7161.07
mismatch,-40,30,nfet_03v3,5,0.5,2.5,vgs_v,0.83546,0.838324
mismatch,-40,30,nfet_03v3,10,1.0,10,vgs_v,0.817102,0.818843
mismatch,-40,30,nfet_03v3,20,2.0,40,vgs_v,0.808432,0.806855
mismatch,-40,30,pfet_03v3,5,0.5,2.5,vgs_v,1.04232,1.04881
mismatch,-40,30,pfet_03v3,10,1.0,10,vgs_v,1.05686,1.06109
mismatch,-40,30,pfet_03v3,20,2.0,40,vgs_v,1.06281,1.06311
mismatch,-40,31,ppolyf_u_1k,1,10,10,r_ohm,11341.6,11341.6
mismatch,-40,31,ppolyf_u_1k,2,40,80,r_ohm,21901.7,21901.7
mismatch,-40,31,ppolyf_u_1k,5,100,500,r_ohm,21618.7,21618.7
mismatch,-40,31,ppolyf_u_2k,1,10,10,r_ohm,24077.9,24077.9
mismatch,-40,31,ppolyf_u_2k,2,40,80,r_ohm,46270.2,46270.2
mismatch,-40,31,ppolyf_u_2k,5,100,500,r_ohm,45485.5,45485.5
mismatch,-40,31,ppolyf_u_3k,1,10,10,r_ohm,36072.2,36072.2
mismatch,-40,31,ppolyf_u_3k,2,40,80,r_ohm,69383.5,69383.5
mismatch,-40,31,ppolyf_u_3k,5,100,500,r_ohm,68219.6,68219.6
mismatch,-40,31,ppolyf_u,1,10,10,r_ohm,3859.53,3859.53
mismatch,-40,31,ppolyf_u,2,40,80,r_ohm,7314.1,7314.1
mismatch,-40,31,ppolyf_u,5,100,500,r_ohm,7161.07,7161.07
mismatch,-40,31,nfet_03v3,5,0.5,2.5,vgs_v,0.839124,0.838487
mismatch,-40,31,nfet_03v3,10,1.0,10,vgs_v,0.819436,0.820506
mismatch,-40,31,nfet_03v3,20,2.0,40,vgs_v,0.807396,0.809742
mismatch,-40,31,pfet_03v3,5,0.5,2.5,vgs_v,1.04995,1.04351
mismatch,-40,31,pfet_03v3,10,1.0,10,vgs_v,1.0616,1.05992
mismatch,-40,31,pfet_03v3,20,2.0,40,vgs_v,1.06342,1.06282
mismatch,-40,32,ppolyf_u_1k,1,10,10,r_ohm,11341.6,11341.6
mismatch,-40,32,ppolyf_u_1k,2,40,80,r_ohm,21901.7,21901.7
mismatch,-40,32,ppolyf_u_1k,5,100,500,r_ohm,21618.7,21618.7
mismatch,-40,32,ppolyf_u_2k,1,10,10,r_ohm,24077.9,24077.9
mismatch,-40,32,ppolyf_u_2k,2,40,80,r_ohm,46270.2,46270.2
mismatch,-40,32,ppolyf_u_2k,5,100,500,r_ohm,45485.5,45485.5
mismatch,-40,32,ppolyf_u_3k,1,10,10,r_ohm,36072.2,36072.2
mismatch,-40,32,ppolyf_u_3k,2,40,80,r_ohm,69383.5,69383.5
mismatch,-40,32,ppolyf_u_3k,5,100,500,r_ohm,68219.6,68219.6
mismatch,-40,32,ppolyf_u,1,10,10,r_ohm,3859.53,3859.53
mismatch,-40,32,ppolyf_u,2,40,80,r_ohm,7314.1,7314.1
mismatch,-40,32,ppolyf_u,5,100,500,r_ohm,7161.07,7161.07
mismatch,-40,32,nfet_03v3,5,0.5,2.5,vgs_v,0.834728,0.83857
mismatch,-40,32,nfet_03v3,10,1.0,10,vgs_v,0.821143,0.822633
mismatch,-40,32,nfet_03v3,20,2.0,40,vgs_v,0.807853,0.806833
mismatch,-40,32,pfet_03v3,5,0.5,2.5,vgs_v,1.05215,1.04098
mismatch,-40,32,pfet_03v3,10,1.0,10,vgs_v,1.05948,1.06051
mismatch,-40,32,pfet_03v3,20,2.0,40,vgs_v,1.06382,1.06362
mismatch,-40,33,ppolyf_u_1k,1,10,10,r_ohm,11341.6,11341.6
mismatch,-40,33,ppolyf_u_1k,2,40,80,r_ohm,21901.7,21901.7
mismatch,-40,33,ppolyf_u_1k,5,100,500,r_ohm,21618.7,21618.7
mismatch,-40,33,ppolyf_u_2k,1,10,10,r_ohm,24077.9,24077.9
mismatch,-40,33,ppolyf_u_2k,2,40,80,r_ohm,46270.2,46270.2
mismatch,-40,33,ppolyf_u_2k,5,100,500,r_ohm,45485.5,45485.5
mismatch,-40,33,ppolyf_u_3k,1,10,10,r_ohm,36072.2,36072.2
mismatch,-40,33,ppolyf_u_3k,2,40,80,r_ohm,69383.5,69383.5
mismatch,-40,33,ppolyf_u_3k,5,100,500,r_ohm,68219.6,68219.6
mismatch,-40,33,ppolyf_u,1,10,10,r_ohm,3859.53,3859.53
mismatch,-40,33,ppolyf_u,2,40,80,r_ohm,7314.1,7314.1
mismatch,-40,33,ppolyf_u,5,100,500,r_ohm,7161.07,7161.07
mismatch,-40,33,nfet_03v3,5,0.5,2.5,vgs_v,0.837623,0.840843
mismatch,-40,33,nfet_03v3,10,1.0,10,vgs_v,0.82064,0.822661
mismatch,-40,33,nfet_03v3,20,2.0,40,vgs_v,0.806964,0.807892
mismatch,-40,33,pfet_03v3,5,0.5,2.5,vgs_v,1.0521,1.0458
mismatch,-40,33,pfet_03v3,10,1.0,10,vgs_v,1.06123,1.05939
mismatch,-40,33,pfet_03v3,20,2.0,40,vgs_v,1.06184,1.06412
mismatch,-40,34,ppolyf_u_1k,1,10,10,r_ohm,11341.6,11341.6
mismatch,-40,34,ppolyf_u_1k,2,40,80,r_ohm,21901.7,21901.7
mismatch,-40,34,ppolyf_u_1k,5,100,500,r_ohm,21618.7,21618.7
mismatch,-40,34,ppolyf_u_2k,1,10,10,r_ohm,24077.9,24077.9
mismatch,-40,34,ppolyf_u_2k,2,40,80,r_ohm,46270.2,46270.2
mismatch,-40,34,ppolyf_u_2k,5,100,500,r_ohm,45485.5,45485.5
mismatch,-40,34,ppolyf_u_3k,1,10,10,r_ohm,36072.2,36072.2
mismatch,-40,34,ppolyf_u_3k,2,40,80,r_ohm,69383.5,69383.5
mismatch,-40,34,ppolyf_u_3k,5,100,500,r_ohm,68219.6,68219.6
mismatch,-40,34,ppolyf_u,1,10,10,r_ohm,3859.53,3859.53
mismatch,-40,34,ppolyf_u,2,40,80,r_ohm,7314.1,7314.1
mismatch,-40,34,ppolyf_u,5,100,500,r_ohm,7161.07,7161.07
mismatch,-40,34,nfet_03v3,5,0.5,2.5,vgs_v,0.840438,0.831506
mismatch,-40,34,nfet_03v3,10,1.0,10,vgs_v,0.816381,0.820304
mismatch,-40,34,nfet_03v3,20,2.0,40,vgs_v,0.807674,0.807923
mismatch,-40,34,pfet_03v3,5,0.5,2.5,vgs_v,1.05025,1.04853
mismatch,-40,34,pfet_03v3,10,1.0,10,vgs_v,1.05863,1.06057
mismatch,-40,34,pfet_03v3,20,2.0,40,vgs_v,1.06429,1.06331
mismatch,-40,35,ppolyf_u_1k,1,10,10,r_ohm,11341.6,11341.6
mismatch,-40,35,ppolyf_u_1k,2,40,80,r_ohm,21901.7,21901.7
mismatch,-40,35,ppolyf_u_1k,5,100,500,r_ohm,21618.7,21618.7
mismatch,-40,35,ppolyf_u_2k,1,10,10,r_ohm,24077.9,24077.9
mismatch,-40,35,ppolyf_u_2k,2,40,80,r_ohm,46270.2,46270.2
mismatch,-40,35,ppolyf_u_2k,5,100,500,r_ohm,45485.5,45485.5
mismatch,-40,35,ppolyf_u_3k,1,10,10,r_ohm,36072.2,36072.2
mismatch,-40,35,ppolyf_u_3k,2,40,80,r_ohm,69383.5,69383.5
mismatch,-40,35,ppolyf_u_3k,5,100,500,r_ohm,68219.6,68219.6
mismatch,-40,35,ppolyf_u,1,10,10,r_ohm,3859.53,3859.53
mismatch,-40,35,ppolyf_u,2,40,80,r_ohm,7314.1,7314.1
mismatch,-40,35,ppolyf_u,5,100,500,r_ohm,7161.07,7161.07
mismatch,-40,35,nfet_03v3,5,0.5,2.5,vgs_v,0.833189,0.836317
mismatch,-40,35,nfet_03v3,10,1.0,10,vgs_v,0.824615,0.821853
mismatch,-40,35,nfet_03v3,20,2.0,40,vgs_v,0.809164,0.805816
mismatch,-40,35,pfet_03v3,5,0.5,2.5,vgs_v,1.04537,1.04467
mismatch,-40,35,pfet_03v3,10,1.0,10,vgs_v,1.05778,1.06005
mismatch,-40,35,pfet_03v3,20,2.0,40,vgs_v,1.06314,1.0632
mismatch,-40,36,ppolyf_u_1k,1,10,10,r_ohm,11341.6,11341.6
mismatch,-40,36,ppolyf_u_1k,2,40,80,r_ohm,21901.7,21901.7
mismatch,-40,36,ppolyf_u_1k,5,100,500,r_ohm,21618.7,21618.7
mismatch,-40,36,ppolyf_u_2k,1,10,10,r_ohm,24077.9,24077.9
mismatch,-40,36,ppolyf_u_2k,2,40,80,r_ohm,46270.2,46270.2
mismatch,-40,36,ppolyf_u_2k,5,100,500,r_ohm,45485.5,45485.5
mismatch,-40,36,ppolyf_u_3k,1,10,10,r_ohm,36072.2,36072.2
mismatch,-40,36,ppolyf_u_3k,2,40,80,r_ohm,69383.5,69383.5
mismatch,-40,36,ppolyf_u_3k,5,100,500,r_ohm,68219.6,68219.6
